product_id,product_name,category,clothing_type,brand,list_price
713,Zudio Denim Men Tops #713,Men,Tops,Zudio Denim,1922.71
714,Zudio Basics Women Shoes #714,Women,Shoes,Zudio Basics,1355.29
715,Zudio Basics Men Pants #715,Men,Pants,Zudio Basics,1398.23
716,Zudio Kids Kids Hoodies #716,Kids,Hoodies,Zudio Kids,1442.06
717,Zudio Active Men Hoodies #717,Men,Hoodies,Zudio Active,2299.19
718,Zudio Denim Kids Pants #718,Kids,Pants,Zudio Denim,2476.83
719,Zudio Basics Men Hoodies #719,Men,Hoodies,Zudio Basics,1108.6
720,Zudio Denim Men Hoodies #720,Men,Hoodies,Zudio Denim,1876.01
721,Zudio Denim Women T-shirts #721,Women,T-shirts,Zudio Denim,1466.16
722,Zudio Active Women Tops #722,Women,Tops,Zudio Active,2008.02
723,Zudio Active Kids Shoes #723,Kids,Shoes,Zudio Active,907.33
724,Zudio Kids Women Jackets #724,Women,Jackets,Zudio Kids,2027.02
725,Zudio Trend Men Shirts #725,Men,Shirts,Zudio Trend,1225.52
726,Zudio Trend Women Pants #726,Women,Pants,Zudio Trend,1776.36
727,Zudio Active Men T-shirts #727,Men,T-shirts,Zudio Active,1729.92
728,Zudio Denim Men T-shirts #728,Men,T-shirts,Zudio Denim,2424.96
729,Zudio Active Men Tops #729,Men,Tops,Zudio Active,2288.02
730,Zudio Kids Men Jeans #730,Men,Jeans,Zudio Kids,582.26
731,Zudio Basics Women Hoodies #731,Women,Hoodies,Zudio Basics,1251.52
732,Zudio Trend Kids Shirts #732,Kids,Shirts,Zudio Trend,2021.65
733,Zudio Active Women Hoodies #733,Women,Hoodies,Zudio Active,895.26
734,Zudio Active Kids Dresses #734,Kids,Dresses,Zudio Active,1002.63
735,Zudio Basics Women T-shirts #735,Women,T-shirts,Zudio Basics,2415.08
736,Zudio Denim Men Jackets #736,Men,Jackets,Zudio Denim,1394.77
737,Zudio Trend Men Shirts #737,Men,Shirts,Zudio Trend,2129.95
738,Zudio Denim Kids Hoodies #738,Kids,Hoodies,Zudio Denim,586.77
739,Zudio Trend Kids Dresses #739,Kids,Dresses,Zudio Trend,731.1
740,Zudio Trend Kids Shoes #740,Kids,Shoes,Zudio Trend,680.71
741,Zudio Denim Women Hoodies #741,Women,Hoodies,Zudio Denim,1912.13
742,Zudio Denim Kids Shoes #742,Kids,Shoes,Zudio Denim,1954.43
743,Zudio Active Men Shirts #743,Men,Shirts,Zudio Active,904.4
744,Zudio Basics Women Sweaters #744,Women,Sweaters,Zudio Basics,1255.03
745,Zudio Basics Women Shirts #745,Women,Shirts,Zudio Basics,2367.03
746,Zudio Basics Men Jackets #746,Men,Jackets,Zudio Basics,325.45
747,Zudio Kids Men Shirts #747,Men,Shirts,Zudio Kids,1495.36
748,Zudio Trend Women Jackets #748,Women,Jackets,Zudio Trend,1624.66
749,Zudio Denim Women Pants #749,Women,Pants,Zudio Denim,2009.8
750,Zudio Basics Women Jackets #750,Women,Jackets,Zudio Basics,1987.81
751,Zudio Active Women Pants #751,Women,Pants,Zudio Active,1719.42
752,Zudio Trend Kids Skirts #752,Kids,Skirts,Zudio Trend,615.25
753,Zudio Basics Kids Hoodies #753,Kids,Hoodies,Zudio Basics,1934.15
754,Zudio Trend Kids Tops #754,kids,Tops,Zudio Trend,2446.02
755,Zudio Basics Men Sweaters #755,Men,Sweaters,Zudio Basics,2164.52
756,Zudio Denim Women Sweaters #756,Women,Sweaters,Zudio Denim,548.48
757,Zudio Active Men Jackets #757,Men,Jackets,Zudio Active,2464.61
758,Zudio Denim Women Pants #758,Women,Pants,Zudio Denim,615.41
759,Zudio Trend Kids Pants #759,Kids,Pants,Zudio Trend,765.65
760,Zudio Active Kids Skirts #760,Kids,Skirts,Zudio Active,2078.46
761,Zudio Basics Men Tops #761,Men,Tops,Zudio Basics,925.66
762,Zudio Basics Women Pants #762,Women,Pants,Zudio Basics,2492.15
763,Zudio Trend Kids T-shirts #763,Kids,T-shirts,Zudio Trend,2303.07
764,Zudio Denim Kids Jackets #764,Kids,Jackets,Zudio Denim,717.7
765,Zudio Denim Men Jackets #765,Men,Jackets,Zudio Denim,1232.39
766,Zudio Kids Kids Sweaters #766,Kids,Sweaters,Zudio Kids,1276.19
767,Zudio Active Kids Skirts #767,Kids,Skirts,Zudio Active,1735.82
768,Zudio Trend Men Pants #768,Men,Pants,Zudio Trend,2484.55
769,Zudio Denim Men Hoodies #769,Men,Hoodies,Zudio Denim,650.06
770,Zudio Basics Kids Jeans #770,Kids,Jeans,Zudio Basics,1315.38
771,Zudio Active Women Pants #771,Women,Pants,Zudio Active,1628.42
772,Zudio Basics Kids Tops #772,Kids,Tops,Zudio Basics,2060.25
773,Zudio Trend Men Skirts #773,Men,Skirts,Zudio Trend,366.88
774,Zudio Active Kids Shirts #774,Kids,Shirts,Zudio Active,1427.52
775,Zudio Trend Women Shoes #775,Women,Shoes,Zudio Trend,1003.94
776,Zudio Kids Women Jackets #776,Women,Jackets,Zudio Kids,1040.94
777,Zudio Basics Women Pants #777,Women,Pants,Zudio Basics,2332.49
778,Zudio Trend Kids Jeans #778,Kids,Jeans,Zudio Trend,2051.68
779,Zudio Trend Women Shirts #779,Women,Shirts,Zudio Trend,1965.65
780,Zudio Active Kids Pants #780,Kids,Pants,Zudio Active,716.37
781,Zudio Kids Men Dresses #781,Men,Dresses,Zudio Kids,1536.86
782,Zudio Denim Kids Shirts #782,Kids,Shirts,Zudio Denim,1829.2
783,Zudio Denim Kids Hoodies #783,Kids,Hoodies,Zudio Denim,539.25
784,Zudio Kids Kids Hoodies #784,kids,Hoodies,Zudio Kids,1052.71
785,Zudio Kids Men Hoodies #785,Men,Hoodies,Zudio Kids,1354.59
786,Zudio Kids Men Sweaters #786,Men,Sweaters,Zudio Kids,2413.77
787,Zudio Active Kids Hoodies #787,Kids,Hoodies,Zudio Active,1681.28
788,Zudio Trend Women Hoodies #788,Women,Hoodies,Zudio Trend,1089.98
789,Zudio Basics Men Jackets #789,Men,Jackets,Zudio Basics,2042.71
790,Zudio Trend Men Hoodies #790,Men,Hoodies,Zudio Trend,1695.45
791,Zudio Active Men T-shirts #791,Men,T-shirts,Zudio Active,1578.18
792,Zudio Basics Kids Pants #792,KIDS,Pants,Zudio Basics,1180.53
793,Zudio Trend Men Shoes #793,Men,Shoes,Zudio Trend,1444.4
794,Zudio Kids Women Sweaters #794,Women,Sweaters,Zudio Kids,503.34
795,Zudio Basics Men T-shirts #795,Men,T-shirts,Zudio Basics,1232.66
796,Zudio Denim Men Skirts #796,Men,Skirts,Zudio Denim,2495.86
797,Zudio Basics Men Shirts #797,Men,Shirts,Zudio Basics,1606.7
798,Zudio Kids Women Shirts #798,Women,Shirts,Zudio Kids,2138.75
799,Zudio Basics Kids Hoodies #799,Kids,Hoodies,Zudio Basics,500.11
800,Zudio Denim Women T-shirts #800,Women,T-shirts,Zudio Denim,585.36
801,Zudio Kids Kids Jeans #801,Kids,Jeans,Zudio Kids,441.0
802,Zudio Kids Women Dresses #802,Women,Dresses,Zudio Kids,2416.46
803,Zudio Denim Men T-shirts #803,MEN,T-shirts,Zudio Denim,0.0
804,Zudio Denim Men Pants #804,Men,Pants,Zudio Denim,1232.38
805,Zudio Active Women T-shirts #805,Women,T-shirts,Zudio Active,1031.11
806,Zudio Kids Men Jeans #806,Men,Jeans,Zudio Kids,885.86
807,Zudio Active Kids Jeans #807,Kids,Jeans,Zudio Active,1435.06
808,Zudio Basics Women Jackets #808,Women,Jackets,Zudio Basics,1100.33
809,Zudio Active Men Pants #809,Men,Pants,Zudio Active,2167.8
810,Zudio Denim Women Hoodies #810,Women,Hoodies,Zudio Denim,1136.69
811,Zudio Trend Kids T-shirts #811,Kids,T-shirts,Zudio Trend,2486.23
812,Zudio Active Women Jeans #812,Women,Jeans,Zudio Active,500.82
813,Zudio Denim Women Shoes #813,Women,Shoes,Zudio Denim,2411.41
814,Zudio Trend Men Tops #814,Men,Tops,Zudio Trend,1369.1
815,Zudio Basics Women Hoodies #815,Women,Hoodies,Zudio Basics,1687.7
816,Zudio Trend Women Shirts #816,Women,Shirts,Zudio Trend,775.92
817,Zudio Basics Men Skirts #817,Men,Skirts,Zudio Basics,1201.54
818,Zudio Denim Women Jackets #818,Women,Jackets,Zudio Denim,676.79
819,Zudio Denim Kids Skirts #819,Kids,Skirts,Zudio Denim,1746.34
820,Zudio Basics Kids Dresses #820,Kids,Dresses,Zudio Basics,1133.64
821,Zudio Kids Kids Sweaters #821,Kids,Sweaters,Zudio Kids,2301.03
822,Zudio Denim Women Jeans #822,Women,Jeans,Zudio Denim,1877.92
823,Zudio Kids Kids Shoes #823,Kids,Shoes,Zudio Kids,789.3
824,Zudio Active Men Pants #824,Men,Pants,Zudio Active,1215.68
825,Zudio Kids Women Tops #825,Women,Tops,Zudio Kids,948.48
826,Zudio Active Women Shoes #826,Women,Shoes,Zudio Active,1950.62
827,Zudio Kids Men T-shirts #827,Men,T-shirts,Zudio Kids,1656.46
828,Zudio Kids Men Pants #828,Men,Pants,Zudio Kids,1502.72
829,Zudio Trend Women Sweaters #829,Women,Sweaters,Zudio Trend,488.77
830,Zudio Trend Men T-shirts #830,Men,T-shirts,Zudio Trend,692.75
831,Zudio Kids Men Sweaters #831,Men,Sweaters,Zudio Kids,2090.66
832,Zudio Active Women Pants #832,Women,Pants,Zudio Active,531.34
833,Zudio Active Kids Jackets #833,Kids,Jackets,Zudio Active,1293.05
834,Zudio Kids Men Hoodies #834,Men,Hoodies,Zudio Kids,414.91
835,Zudio Basics Kids Hoodies #835,Kids,Hoodies,Zudio Basics,910.29
836,Zudio Basics Women Sweaters #836,Women,Sweaters,Zudio Basics,1814.51
837,Zudio Kids Women Sweaters #837,Women,Sweaters,Zudio Kids,642.57
838,Zudio Active Men Jackets #838,Men,Jackets,Zudio Active,1535.02
839,Zudio Basics Kids Skirts #839,Kids,Skirts,Zudio Basics,2158.32
840,Zudio Kids Men Dresses #840,Men,Dresses,Zudio Kids,315.13
841,Zudio Basics Kids Tops #841,Kids,Tops,Zudio Basics,2439.53
842,Zudio Kids Women Hoodies #842,Women,Hoodies,Zudio Kids,848.25
843,Zudio Trend Kids Shoes #843,Kids,Shoes,Zudio Trend,1376.45
844,Zudio Basics Men Tops #844,Men,Tops,Zudio Basics,1028.87
845,Zudio Denim Kids Sweaters #845,Kids,Sweaters,Zudio Denim,369.63
846,Zudio Denim Women Shoes #846,Women,Shoes,Zudio Denim,685.39
847,Zudio Active Men Tops #847,Men,Tops,Zudio Active,914.38
848,Zudio Denim Men T-shirts #848,Men,T-shirts,Zudio Denim,582.07
849,Zudio Trend Men Shoes #849,Men,Shoes,Zudio Trend,409.43
850,Zudio Trend Women Dresses #850,Women,Dresses,Zudio Trend,1011.41
851,Zudio Active Kids Sweaters #851,Kids,Sweaters,Zudio Active,582.57
852,Zudio Basics Women Pants #852,Women,Pants,Zudio Basics,1216.51
853,Zudio Active Kids Shirts #853,Kids,Shirts,Zudio Active,2153.39
854,Zudio Active Kids Pants #854,Kids,Pants,Zudio Active,2427.09
855,Zudio Kids Men Jackets #855,Men,Jackets,Zudio Kids,670.51
856,Zudio Basics Men Jeans #856,Men,Jeans,Zudio Basics,1963.96
857,Zudio Trend Men Jackets #857,Men,Jackets,Zudio Trend,1393.46
858,Zudio Kids Men Hoodies #858,Men,Hoodies,Zudio Kids,833.79
859,Zudio Basics Kids Jackets #859,Kids,Jackets,Zudio Basics,2147.74
860,Zudio Denim Men Dresses #860,Men,Dresses,Zudio Denim,1804.47
861,Zudio Trend Kids Jackets #861,Kids,Jackets,Zudio Trend,432.81
862,Zudio Kids Women Hoodies #862,Women,Hoodies,Zudio Kids,629.41
863,Zudio Denim Kids Shirts #863,Kids,Shirts,Zudio Denim,2391.52
864,Zudio Trend Women Skirts #864,Women,Skirts,Zudio Trend,1803.17
865,Zudio Kids Kids Jeans #865,Kids,Jeans,Zudio Kids,1415.5
866,Zudio Basics Kids Jeans #866,Kids,Jeans,Zudio Basics,1749.34
867,Zudio Trend Men Pants #867,Men,Pants,Zudio Trend,923.3
868,Zudio Denim Men Shirts #868,Men,Shirts,Zudio Denim,940.65
869,Zudio Denim Women Shirts #869,Women,Shirts,Zudio Denim,0.0
870,Zudio Denim Women Sweaters #870,Women,Sweaters,Zudio Denim,1170.12
871,Zudio Denim Kids Jackets #871,Kids,Jackets,Zudio Denim,2209.06
872,Zudio Trend Men T-shirts #872,Men,T-shirts,Zudio Trend,2097.34
873,Zudio Denim Men Shirts #873,Men,Shirts,Zudio Denim,2466.11
874,Zudio Active Women Jackets #874,Women,Jackets,Zudio Active,2357.03
875,Zudio Active Women Tops #875,Women,Tops,Zudio Active,1623.42
876,Zudio Trend Men Dresses #876,Men,Dresses,Zudio Trend,1165.84
877,Zudio Active Women Dresses #877,Women,Dresses,Zudio Active,325.98
878,Zudio Basics Kids Dresses #878,Kids,Dresses,Zudio Basics,
879,Zudio Active Kids Sweaters #879,Kids,Sweaters,Zudio Active,1913.97
880,Zudio Kids Kids Jeans #880,Kids,Jeans,Zudio Kids,1044.22
881,Zudio Basics Kids Jackets #881,Kids,Jackets,Zudio Basics,2293.84
882,Zudio Denim Women Skirts #882,Women,Skirts,Zudio Denim,876.85
883,Zudio Trend Women Sweaters #883,Women,Sweaters,Zudio Trend,997.79
884,Zudio Trend Kids T-shirts #884,Kids,T-shirts,Zudio Trend,2428.36
885,Zudio Basics Men Sweaters #885,Men,Sweaters,Zudio Basics,1467.45
886,Zudio Denim Kids Jeans #886,Kids,Jeans,Zudio Denim,2149.44
887,Zudio Active Women Hoodies #887,Women,Hoodies,Zudio Active,2066.97
888,Zudio Basics Kids Jackets #888,Kids,Jackets,Zudio Basics,413.12
889,Zudio Trend Men Dresses #889,Men,Dresses,Zudio Trend,1761.6
890,Zudio Active Men Hoodies #890,Men,Hoodies,Zudio Active,1820.77
891,Zudio Denim Women Shirts #891,Women,Shirts,Zudio Denim,348.33
892,Zudio Denim Men Hoodies #892,Men,Hoodies,Zudio Denim,2307.33
893,Zudio Denim Men Pants #893,Men,Pants,Zudio Denim,475.7
894,Zudio Basics Women Shirts #894,Women,Shirts,Zudio Basics,1638.35
895,Zudio Trend Men Shoes #895,Men,Shoes,Zudio Trend,602.32
896,Zudio Denim Kids Sweaters #896,Kids,Sweaters,Zudio Denim,1137.8
897,Zudio Basics Men Skirts #897,Men,Skirts,Zudio Basics,1142.76
898,Zudio Denim Kids Dresses #898,Kids,Dresses,Zudio Denim,1533.76
899,Zudio Kids Men Sweaters #899,Men,Sweaters,Zudio Kids,1220.41
900,Zudio Kids Women Shirts #900,Women,Shirts,Zudio Kids,2428.31
901,Zudio Active Men Sweaters #901,Men,Sweaters,Zudio Active,893.97
902,Zudio Denim Kids Shoes #902,  Kids  ,Shoes,Zudio Denim,1430.3
903,Zudio Active Men Jackets #903,Men,Jackets,Zudio Active,697.56
904,Zudio Basics Women Jeans #904,Women,Jeans,Zudio Basics,798.03
905,Zudio Kids Women Jackets #905,Women,Jackets,Zudio Kids,2299.39
906,Zudio Active Men Shoes #906,Men,Shoes,Zudio Active,1546.83
907,Zudio Basics Women Shirts #907,Women,Shirts,Zudio Basics,985.32
908,Zudio Basics Women Hoodies #908,Women,Hoodies,Zudio Basics,2155.68
909,Zudio Trend Kids Hoodies #909,Kids,Hoodies,Zudio Trend,709.8
910,Zudio Denim Men Hoodies #910,Men,Hoodies,Zudio Denim,708.72
911,Zudio Basics Women Jeans #911,Women,Jeans,Zudio Basics,1306.85
912,Zudio Denim Men Dresses #912,Men,Dresses,Zudio Denim,1275.94
913,Zudio Kids Men T-shirts #913,Men,T-shirts,Zudio Kids,2431.05
914,Zudio Kids Men Pants #914,Men,Pants,Zudio Kids,2260.88
915,Zudio Trend Women Hoodies #915,Women,Hoodies,Zudio Trend,1167.31
916,Zudio Kids Men Skirts #916,Men,Skirts,Zudio Kids,438.75
917,Zudio Trend Men Hoodies #917,Men,Hoodies,Zudio Trend,1382.13
918,Zudio Basics Men Pants #918,Men,Pants,Zudio Basics,1394.92
919,Zudio Trend Men Shoes #919,Men,Shoes,Zudio Trend,1787.73
920,Zudio Denim Kids Hoodies #920,Kids,Hoodies,Zudio Denim,718.14
921,Zudio Denim Men Tops #921,Men,Tops,Zudio Denim,1765.93
922,Zudio Trend Women Hoodies #922,Women,Hoodies,Zudio Trend,2070.48
923,Zudio Kids Kids Shirts #923,Kids,Shirts,Zudio Kids,
924,Zudio Basics Kids Tops #924,Kids,Tops,Zudio Basics,1390.57
925,Zudio Denim Men Pants #925,Men,Pants,Zudio Denim,1595.61
926,Zudio Basics Women Shirts #926,Women,Shirts,Zudio Basics,1437.94
927,Zudio Denim Women Tops #927,Women,Tops,Zudio Denim,1976.89
928,Zudio Kids Men T-shirts #928,Men,T-shirts,Zudio Kids,1129.19
929,Zudio Trend Women Jeans #929,Women,Jeans,Zudio Trend,645.73
930,Zudio Basics Kids Shirts #930,Kids,Shirts,Zudio Basics,1204.93
931,Zudio Denim Kids Shoes #931,Kids,Shoes,Zudio Denim,2432.96
932,Zudio Kids Kids Tops #932,Kids,Tops,Zudio Kids,1814.31
933,Zudio Denim Men Tops #933,Men,Tops,Zudio Denim,681.69
934,Zudio Kids Women Shoes #934,Women,Shoes,Zudio Kids,673.43
935,Zudio Basics Women Sweaters #935,Women,Sweaters,Zudio Basics,1603.22
936,Zudio Active Kids Sweaters #936,Kids,Sweaters,Zudio Active,558.29
937,Zudio Kids Men Skirts #937,Men,Skirts,Zudio Kids,319.67
938,Zudio Kids Kids Skirts #938,Kids,Skirts,Zudio Kids,2384.99
939,Zudio Active Men Jackets #939,Men,Jackets,Zudio Active,1216.8
940,Zudio Active Men T-shirts #940,Men,T-shirts,Zudio Active,1391.61
941,Zudio Active Kids Jackets #941,Kids,Jackets,Zudio Active,1591.07
942,Zudio Kids Men Skirts #942,Men,Skirts,Zudio Kids,1937.29
943,Zudio Trend Women Jeans #943,Women,Jeans,Zudio Trend,1617.36
944,Zudio Denim Kids Sweaters #944,Kids,Sweaters,Zudio Denim,1045.45
945,Zudio Basics Women Tops #945,Women,Tops,Zudio Basics,383.56
946,Zudio Active Kids Jeans #946,Kids,Jeans,Zudio Active,1204.59
947,Zudio Denim Women Sweaters #947,Women,Sweaters,Zudio Denim,970.59
948,Zudio Trend Women Pants #948,Women,Pants,Zudio Trend,2195.23
949,Zudio Kids Men Dresses #949,Men,Dresses,Zudio Kids,371.46
950,Zudio Trend Women Jackets #950,Women,Jackets,Zudio Trend,1514.6
951,Zudio Denim Men Shirts #951,men,Shirts,Zudio Denim,482.1
952,Zudio Trend Men Jeans #952,Men,Jeans,Zudio Trend,
953,Zudio Active Women Shirts #953,women,Shirts,Zudio Active,655.57
954,Zudio Denim Kids Sweaters #954,Kids,Sweaters,Zudio Denim,2359.28
955,Zudio Kids Kids Skirts #955,Kids,Skirts,Zudio Kids,1783.24
956,Zudio Denim Women T-shirts #956,Women,T-shirts,Zudio Denim,1277.55
957,Zudio Kids Kids Skirts #957,Kids,Skirts,Zudio Kids,1211.72
958,Zudio Kids Men Dresses #958,Men,Dresses,Zudio Kids,958.99
959,Zudio Kids Kids Skirts #959,Kids,Skirts,Zudio Kids,722.96
960,Zudio Denim Kids Hoodies #960,Kids,Hoodies,Zudio Denim,1243.79
961,Zudio Basics Men Shoes #961,Men,Shoes,Zudio Basics,2406.66
962,Zudio Denim Women Hoodies #962,Women,Hoodies,Zudio Denim,1234.46
963,Zudio Basics Women Sweaters #963,Women,Sweaters,Zudio Basics,2399.21
964,Zudio Kids Women Shoes #964,Women,Shoes,Zudio Kids,905.73
965,Zudio Kids Women Sweaters #965,Women,Sweaters,Zudio Kids,441.62
966,Zudio Basics Men T-shirts #966,Men,T-shirts,Zudio Basics,2372.01
967,Zudio Kids Men Jeans #967,Men,Jeans,Zudio Kids,551.93
968,Zudio Denim Men Shoes #968,Men,Shoes,Zudio Denim,668.74
969,Zudio Trend Women Dresses #969,Women,Dresses,Zudio Trend,772.15
970,Zudio Active Kids Shirts #970,Kids,Shirts,Zudio Active,969.56
971,Zudio Trend Women T-shirts #971,Women,T-shirts,Zudio Trend,2213.63
972,Zudio Basics Kids Sweaters #972,Kids,Sweaters,Zudio Basics,2301.48
973,Zudio Active Men Hoodies #973,Men,Hoodies,Zudio Active,2245.26
974,Zudio Kids Women Jeans #974,Women,Jeans,Zudio Kids,1176.83
975,Zudio Trend Women Dresses #975,Women,Dresses,Zudio Trend,2319.25
976,Zudio Kids Men Jackets #976,Men,Jackets,Zudio Kids,1648.34
977,Zudio Active Women T-shirts #977,Women,T-shirts,Zudio Active,2363.8
978,Zudio Kids Kids Shirts #978,Kids,Shirts,Zudio Kids,642.28
979,Zudio Denim Women Jackets #979,  Women  ,Jackets,Zudio Denim,1890.25
980,Zudio Kids Men Hoodies #980,Men,Hoodies,Zudio Kids,1166.87
981,Zudio Denim Women Tops #981,Women,Tops,Zudio Denim,1503.37
982,Zudio Active Kids Sweaters #982,Kids,Sweaters,Zudio Active,461.61
983,Zudio Trend Men T-shirts #983,Men,T-shirts,Zudio Trend,468.68
984,Zudio Denim Kids T-shirts #984,Kids,T-shirts,Zudio Denim,935.94
985,Zudio Basics Kids Tops #985,Kids,Tops,Zudio Basics,1211.62
986,Zudio Denim Women Sweaters #986,Women,Sweaters,Zudio Denim,1669.21
987,Zudio Basics Kids Skirts #987,Kids,Skirts,Zudio Basics,2422.13
988,Zudio Active Women Dresses #988,Women,Dresses,Zudio Active,680.45
989,Zudio Trend Kids Tops #989,Kids,Tops,Zudio Trend,2010.73
990,Zudio Active Women Hoodies #990,Women,Hoodies,Zudio Active,815.54
991,Zudio Active Women Shoes #991,Women,Shoes,Zudio Active,2330.2
992,Zudio Trend Men Shirts #992,Men,Shirts,Zudio Trend,1716.26
993,Zudio Trend Men Shoes #993,Men,Shoes,Zudio Trend,1230.74
994,Zudio Denim Women Hoodies #994,Women,Hoodies,Zudio Denim,839.07
995,Zudio Active Kids Tops #995,Kids,Tops,Zudio Active,1142.39
996,Zudio Active Men Dresses #996,Men,Dresses,Zudio Active,2365.0
997,Zudio Kids Women Sweaters #997,Women,Sweaters,Zudio Kids,1425.1
998,Zudio Kids Kids Pants #998,Kids,Pants,Zudio Kids,1693.03
999,Zudio Denim Kids Sweaters #999,Kids,Sweaters,Zudio Denim,2076.58
1000,Zudio Basics Men Hoodies #1000,Men,Hoodies,Zudio Basics,1920.14
1001,Zudio Active Kids Pants #1001,Kids,Pants,Zudio Active,956.96
1002,Zudio Denim Men Pants #1002,Men,Pants,Zudio Denim,411.75
1003,Zudio Trend Men Shirts #1003,Men,Shirts,Zudio Trend,1896.9
1004,Zudio Denim Women Shirts #1004,Women,Shirts,Zudio Denim,916.26
1005,Zudio Kids Women Jackets #1005,Women,Jackets,Zudio Kids,2073.19
1006,Zudio Trend Kids Sweaters #1006,Kids,Sweaters,Zudio Trend,1198.06
1007,Zudio Denim Men Shirts #1007,Men,Shirts,Zudio Denim,1433.9
1008,Zudio Active Women Tops #1008,Women,Tops,Zudio Active,1577.46
1009,Zudio Basics Women Skirts #1009,Women,Skirts,Zudio Basics,1922.96
1010,Zudio Kids Kids Skirts #1010,Kids,Skirts,Zudio Kids,1012.97
1011,Zudio Kids Women Jackets #1011,Women,Jackets,Zudio Kids,2381.69
1012,Zudio Trend Men Shoes #1012,Men,Shoes,Zudio Trend,1118.24
1013,Zudio Active Women Skirts #1013,Women,Skirts,Zudio Active,2142.66
1014,Zudio Denim Women Jeans #1014,Women,Jeans,Zudio Denim,874.25
1015,Zudio Active Kids Tops #1015,Kids,Tops,Zudio Active,522.68
1016,Zudio Trend Women Tops #1016,Women,Tops,Zudio Trend,1308.12
1017,Zudio Kids Men Shirts #1017,Men,Shirts,Zudio Kids,913.08
1018,Zudio Active Kids Shoes #1018,Kids,Shoes,Zudio Active,1109.13
1019,Zudio Active Kids Pants #1019,Kids,Pants,Zudio Active,1533.28
1020,Zudio Trend Men T-shirts #1020,Men,T-shirts,Zudio Trend,1622.21
1021,Zudio Kids Women Hoodies #1021,Women,Hoodies,Zudio Kids,326.62
1022,Zudio Denim Men Shirts #1022,Men,Shirts,Zudio Denim,1116.44
1023,Zudio Kids Men Shirts #1023,Men,Shirts,Zudio Kids,1798.04
1024,Zudio Denim Kids T-shirts #1024,Kids,T-shirts,Zudio Denim,1653.23
1025,Zudio Trend Kids Dresses #1025,Kids,Dresses,Zudio Trend,709.55
1026,Zudio Basics Women Skirts #1026,Women,Skirts,Zudio Basics,2083.08
1027,Zudio Kids Women T-shirts #1027,Women,T-shirts,Zudio Kids,1844.29
1028,Zudio Denim Men Shoes #1028,Men,Shoes,Zudio Denim,842.53
1029,Zudio Basics Men T-shirts #1029,Men,T-shirts,Zudio Basics,1059.53
1030,Zudio Kids Women Tops #1030,WOMEN,Tops,Zudio Kids,871.86
1031,Zudio Trend Kids Skirts #1031,Kids,Skirts,Zudio Trend,1695.78
1032,Zudio Active Men Shirts #1032,Men,Shirts,Zudio Active,1977.6
1033,Zudio Active Men Jackets #1033,Men,Jackets,Zudio Active,869.14
1034,Zudio Kids Kids Sweaters #1034,Kids,Sweaters,Zudio Kids,1329.16
1035,Zudio Active Kids Tops #1035,Kids,Tops,Zudio Active,2168.51
1036,Zudio Active Women T-shirts #1036,Women,T-shirts,Zudio Active,1910.29
1037,Zudio Basics Women Jeans #1037,Women,Jeans,Zudio Basics,1884.25
1038,Zudio Kids Women Pants #1038,Women,Pants,Zudio Kids,-1414.21
1039,Zudio Kids Men Hoodies #1039,Men,Hoodies,Zudio Kids,857.87
1040,Zudio Active Men Sweaters #1040,Men,Sweaters,Zudio Active,2378.13
1041,Zudio Kids Kids Hoodies #1041,Kids,Hoodies,Zudio Kids,2346.42
1042,Zudio Active Women Shirts #1042,Women,Shirts,Zudio Active,
1043,Zudio Basics Men Tops #1043,Men,Tops,Zudio Basics,1322.14
1044,Zudio Kids Kids Jeans #1044,Kids,Jeans,Zudio Kids,
1045,Zudio Trend Women Hoodies #1045,Women,Hoodies,Zudio Trend,1195.35
1046,Zudio Kids Women Skirts #1046,Women,Skirts,Zudio Kids,336.08
1047,Zudio Trend Women T-shirts #1047,Women,T-shirts,Zudio Trend,638.15
1048,Zudio Active Women Shoes #1048,Women,Shoes,Zudio Active,1129.82
1049,Zudio Active Men Hoodies #1049,Men,Hoodies,Zudio Active,-1276.34
1050,Zudio Active Kids Shoes #1050,Kids,Shoes,Zudio Active,1825.98
1051,Zudio Basics Kids Skirts #1051,Kids,Skirts,Zudio Basics,2352.41
1052,Zudio Active Kids T-shirts #1052,Kids,T-shirts,Zudio Active,1697.47
1053,Zudio Basics Kids Shoes #1053,Kids,Shoes,Zudio Basics,407.68
1054,Zudio Trend Men Jackets #1054,Men,Jackets,Zudio Trend,2008.5
1055,Zudio Trend Kids Skirts #1055,Kids,Skirts,Zudio Trend,970.88
1056,Zudio Denim Men Jeans #1056,Men,Jeans,Zudio Denim,1249.89
1057,Zudio Basics Kids Shoes #1057,Kids,Shoes,Zudio Basics,2105.73
1058,Zudio Kids Women Sweaters #1058,Women,Sweaters,Zudio Kids,1242.65
1059,Zudio Trend Men Shirts #1059,Men,Shirts,Zudio Trend,2076.48
1060,Zudio Active Kids Hoodies #1060,  Kids  ,Hoodies,Zudio Active,1728.24
1061,Zudio Active Men Shoes #1061,Men,Shoes,Zudio Active,552.04
1062,Zudio Denim Women Jeans #1062,Women,Jeans,Zudio Denim,
1063,Zudio Trend Kids Sweaters #1063,Kids,Sweaters,Zudio Trend,930.23
1064,Zudio Basics Women Jackets #1064,Women,Jackets,Zudio Basics,2195.16
1065,Zudio Trend Men Sweaters #1065,Men,Sweaters,Zudio Trend,1363.84
