store_id,store_name,city,state,tier,phone,email,open_date,selling_area_sqft,staff_count
1004,Zudio - Rajkot Central 1004,Rajkot,Gujarat,2,8406262544,store1004@zudio.in,2025-10-07,2185,25
1005,Zudio - Udaipur Mall 1005,Udaipur,Rajasthan,2,9612441518,store1005@zudio.in,2025-10-08,3499,17
1006,Zudio - Dwarka Mall 1006,Dwarka,Delhi,3,9739483090,store1006@zudio.in,2021-06-05,4015,14
1007,Zudio - Kolhapur Central 1007,Kolhapur,Maharashtra,1,,store1007@zudio.in,2021-09-08,3017,31
1008,Zudio - Delhi Mall 1008,Delhi,Delhi,3,9628721138,store1008@zudio.in,2018-04-15,3364,13
1009,Zudio - Siliguri Central 1009,Siliguri,West Bengal,3,7142913969,store1009@zudio.in,2019-09-17,2778,23
1010,Zudio - New Delhi Mall 1010,New Delhi,Delhi,2,7860734749,store1010@zudio.in,2025-02-03,4579,29
1011,Zudio - Hubli Central 1011,Hubli,Karnataka,1,9460035831,store1011@zudio.in,2018-04-24,3998,33
1012,Zudio - Agra Central 1012,Agra,Uttar Pradesh,3,7198285205,store1012@zudio.in,2023-11-30,4075,31
1013,Zudio - Udaipur Mall 1013,Udaipur,Rajasthan,3,7176284646,store1013@zudio.in,2024-05-06,3027,23
1014,Zudio - New Delhi Central 1014,New Delhi,Delhi,2,8990281161,store1014@zudio.in,2025-10-15,2992,24
1015,Zudio - Siliguri Central 1015,Siliguri,West Bengal,1,9623159201,store1015@zudio.in,2021-09-07,4822,34
1016,Zudio - Dwarka Central 1016,Dwarka,Delhi,1,7246618459,store1016@zudio.in,2019-07-15,3118,17
1017,Zudio - Surat Mall 1017,Surat,Gujarat,2,9412831428,store1017@zudio.in,2019-01-24,4474,26
1018,Zudio - Bengaluru Central 1018,Bengaluru,Karnataka,1,7531493760,store1018@zudio.in,2020-03-23,2001,30
1019,Zudio - Vadodara Central 1019,Vadodara,Gujarat,1,7719517298,store1019@zudio.in,2020-04-06,2832,27
1020,Zudio - Howrah Central 1020,Howrah,West Bengal,2,9460813801,store1020@zudio.in,2018-01-06,3472,33
1021,Zudio - Dwarka Central 1021,Dwarka,Delhi,3,7274379897,store1021@zudio.in,2020-12-06,3710,19
1022,Zudio - Ghaziabad Central 1022,Ghaziabad,Uttar Pradesh,1,8257677585,store1022@zudio.in,2022-09-04,3754,14
1023,Zudio - Delhi Mall 1023,Delhi,Delhi,3,9458381083,store1023@zudio.in,2023-01-05,1578,34
1024,Zudio - Howrah Central 1024,Howrah,West Bengal,3,9988596390,store1024@zudio.in,2020-09-08,2458,17
1025,Zudio - Mumbai Mall 1025,Mumbai,Maharashtra,3,8234969869,store1025@zudio.in,2024-07-21,2467,20
1026,Zudio - Noida Mall 1026,Noida,Uttar Pradesh,2,8699858172,store1026@zudio.in,2019-04-16,3200,32
1027,Zudio - New Delhi Central 1027,New Delhi,Delhi,1,9988665918,store1027@zudio.in,2021-05-19,3647,10
1028,Zudio - Madurai Central 1028,Madurai,Tamil Nadu,2,7512566803,store1028@zudio.in,2024-03-01,3014,19
1029,Zudio - Surat Mall 1029,Surat,Gujarat,2,7076536329,store1029@zudio.in,2025-08-07,4112,26
1030,Zudio - Vadodara Mall 1030,Vadodara,Gujarat,2,8281294502,store1030@zudio.in,2023-08-08,2775,21
1031,Zudio - Delhi Central 1031,Delhi,Delhi,1,9035656592,store1031@zudio.in,2023-08-03,2288,17
1032,Zudio - Rajkot Mall 1032,Rajkot,Gujarat,2,9853275546,store1032@zudio.in,2023-09-10,3905,34
1033,Zudio - Noida Mall 1033,Noida,Uttar Pradesh,2,8324097573,store1033@zudio.in,2021-03-08,3767,28
1034,Zudio - Siliguri Mall 1034,Siliguri,West Bengal,2,9283449915,store1034@zudio.in,2020-01-23,2327,25
1035,Zudio - Aurangabad Mall 1035,Aurangabad,Maharashtra,2,9280940439,store1035@zudio.in,2021-09-04,2632,9
1036,Zudio - Dwarka Mall 1036,Dwarka,Delhi,2,8801528014,store1036@zudio.in,2023-02-11,3564,28
1037,Zudio - Kanpur Mall 1037,Kanpur,Uttar Pradesh,2,7286324325,store1037@zudio.in,2021-09-07,3003,23
1038,Zudio - Varanasi Central 1038,Varanasi,Uttar Pradesh,2,7974758077,store1038@zudio.in,2025-11-04,2880,21
1039,Zudio - Vadodara Mall 1039,Vadodara,Gujarat,2,7319453235,store1039@zudio.in,2020-04-11,4319,20
1040,Zudio - Salem Mall 1040,Salem,Tamil Nadu,3,9031511551,store1040@zudio.in,2018-10-05,1625,17
1041,Zudio - Mysuru Central 1041,Mysuru,Karnataka,3,,store1041@zudio.in,2019-10-06,3093,22
1042,Zudio - Nashik Mall 1042,Nashik,Maharashtra,2,9475326138,store1042@zudio.in,2022-05-12,2558,32
1043,Zudio - Ahmedabad Mall 1043,Ahmedabad,Gujarat,1,8068130281,store1043@zudio.in,2024-10-17,3453,21
1044,Zudio - Surat Central 1044,Surat,Gujarat,1,8234086387,store1044@zudio.in,2021-04-01,2162,18
1045,Zudio - Jodhpur Central 1045,Jodhpur,Rajasthan,2,7672428969,,2019-10-05,3069,31
1046,Zudio - Nashik Central 1046,Nashik,Maharashtra,1,7880758969,store1046@zudio.in,2024-11-16,2469,28
1047,Zudio - Vadodara Central 1047,Vadodara,Gujarat,3,9200850589,store1047@zudio.in,2020-05-11,2274,22
1048,Zudio - Surat Mall 1048,Surat,Gujarat,1,9961112615,store1048@zudio.in,2025-07-21,3579,34
1049,Zudio - Howrah Mall 1049,Howrah,West Bengal,3,7387816948,store1049@zudio.in,2024-06-10,2100,9
1050,Zudio - Rajkot Central 1050,Rajkot,Gujarat,1,7255260603,store1050@zudio.in,2021-08-03,2768,24
1051,Zudio - Hubli Mall 1051,Hubli,Karnataka,2,7567556442,store1051@zudio.in,2023-06-08,2715,24
1052,Zudio - Salem Mall 1052,Salem,Tamil Nadu,3,8972063732,store1052@zudio.in,2022-07-27,2604,34
1053,Zudio - Madurai Central 1053,Madurai,Tamil Nadu,1,9055742527,store1053@zudio.in,2025-09-23,1996,22
1054,Zudio - Noida Central 1054,Noida,Uttar Pradesh,2,9746625073,store1054@zudio.in,2021-09-13,3339,32
1055,Zudio - Noida Mall 1055,Noida,Uttar Pradesh,2,8478475301,store1055@zudio.in,2019-05-17,4148,15
1056,Zudio - Mumbai Central 1056,Mumbai,Maharashtra,2,8240727766,store1056@zudio.in,2019-07-02,2888,11
1057,Zudio - Tiruchirapalli Mall 1057,Tiruchirapalli,Tamil Nadu,1,8176818026,store1057@zudio.in,2018-02-10,2373,24
1058,Zudio - Howrah Central 1058,Howrah,West Bengal,3,9418533650,store1058@zudio.in,2026-02-07,2285,20
1059,Zudio - Kota Central 1059,Kota,Rajasthan,1,8475132771,store1059@zudio.in,2025-12-13,1906,19
1060,Zudio - Surat Central 1060,Surat,Gujarat,3,9858590727,store1060@zudio.in,2022-03-20,2553,33
1061,Zudio - Tiruchirapalli Mall 1061,Tiruchirapalli,Tamil Nadu,1,8803541006,store1061@zudio.in,2020-01-23,2919,14
1062,Zudio - Aurangabad Central 1062,Aurangabad,Maharashtra,1,9976672176,store1062@zudio.in,2020-03-29,3583,11
1063,Zudio - Delhi Central 1063,Delhi,Delhi,3,8006711864,store1063@zudio.in,2018-08-06,2963,28
1064,Zudio - Kota Central 1064,Kota,Rajasthan,1,9640715756,store1064@zudio.in,2021-01-31,2588,15
1065,Zudio - Aurangabad Central 1065,Aurangabad,Maharashtra,1,7548118653,store1065@zudio.in,2025-09-17,4895,18
1066,Zudio - Udaipur Central 1066,Udaipur,Rajasthan,3,9150123708,store1066@zudio.in,2023-05-12,2743,17
1067,Zudio - Bengaluru Mall 1067,Bengaluru,Karnataka,2,9532229786,store1067@zudio.in,2022-03-06,2704,24
1068,Zudio - Kanpur Mall 1068,Kanpur,Uttar Pradesh,2,9337576239,store1068@zudio.in,2020-08-15,2989,19
1069,Zudio - Jodhpur Mall 1069,Jodhpur,Rajasthan,1,8616362111,,2024-09-03,3192,27
1070,Zudio - Jodhpur Central 1070,Jodhpur,Rajasthan,2,9782431336,store1070@zudio.in,2024-07-20,3592,32
1071,Zudio - Ahmedabad Mall 1071,Ahmedabad,Gujarat,3,9915175100,store1071@zudio.in,2021-05-09,3585,13
1072,Zudio - Rajkot Central 1072,Rajkot,Gujarat,1,9663951357,,2021-03-05,1461,33
1073,Zudio - Bengaluru Central 1073,Bengaluru,Karnataka,2,9302867728,store1073@zudio.in,2022-07-05,2466,16
1074,Zudio - Ghaziabad Central 1074,Ghaziabad,Uttar Pradesh,2,8494188319,store1074@zudio.in,2025-07-22,2468,8
1075,Zudio - Nagpur Central 1075,Nagpur,Maharashtra,2,9579832484,store1075@zudio.in,2022-09-01,3803,11
1076,Zudio - Surat Central 1076,Surat,Gujarat,2,7529793107,store1076@zudio.in,2018-08-21,1449,9
1077,Zudio - Aurangabad Mall 1077,Aurangabad,Maharashtra,2,9889383719,store1077@zudio.in,2022-04-11,2898,25
1078,Zudio - Rajkot Central 1078,Rajkot,Gujarat,3,7528862212,store1078@zudio.in,2022-09-13,3876,9
1079,Zudio - Surat Central 1079,Surat,Gujarat,3,8730043500,store1079@zudio.in,2023-12-03,3920,10
1080,Zudio - Mangaluru Central 1080,Mangaluru,Karnataka,3,7337775121,store1080@zudio.in,2022-06-24,4118,9
1081,Zudio - Nagpur Mall 1081,Nagpur,Maharashtra,1,9135726611,store1081@zudio.in,2019-01-15,3748,26
1082,Zudio - Hubli Mall 1082,Hubli,Karnataka,1,7996511438,store1082@zudio.in,2021-11-22,3533,18
1083,Zudio - Kota Central 1083,Kota,Rajasthan,2,8454589136,store1083@zudio.in,2019-07-09,4347,21
1084,Zudio - Mysuru Mall 1084,Mysuru,Karnataka,3,8799576318,store1084@zudio.in,2022-07-25,4322,30
1085,Zudio - Delhi Central 1085,Delhi,Delhi,1,7431192691,store1085@zudio.in,2024-12-12,5023,11
1086,Zudio - Kolhapur Central 1086,Kolhapur,Maharashtra,1,8645544158,store1086@zudio.in,2021-08-16,2945,23
1087,Zudio - Dwarka Central 1087,Dwarka,Delhi,2,8243917243,store1087@zudio.in,2025-03-23,3627,28
1088,Zudio - Kolkata Central 1088,Kolkata,West Bengal,2,8391089999,store1088@zudio.in,2024-01-26,3012,31
1089,Zudio - Mangaluru Mall 1089,Mangaluru,Karnataka,3,7998982927,store1089@zudio.in,2021-02-26,4018,33
1090,Zudio - Dwarka Central 1090,Dwarka,Delhi,2,8676446638,store1090@zudio.in,2022-04-23,2775,16
1091,Zudio - Kanpur Mall 1091,Kanpur,Uttar Pradesh,2,9175927759,store1091@zudio.in,2020-07-27,2914,19
1092,Zudio - Durgapur Central 1092,Durgapur,West Bengal,2,7540558076,store1092@zudio.in,2023-05-21,3381,22
1093,Zudio - Udaipur Mall 1093,Udaipur,Rajasthan,3,9691511782,store1093@zudio.in,2020-11-13,2088,26
1094,Zudio - Coimbatore Mall 1094,Coimbatore,Tamil Nadu,1,8542322882,store1094@zudio.in,2019-12-22,4284,27
1095,Zudio - Vadodara Mall 1095,Vadodara,Gujarat,2,7304041301,store1095@zudio.in,2019-11-02,2594,8
1096,Zudio - Surat Mall 1096,Surat,Gujarat,2,8962523478,store1096@zudio.in,2025-07-25,2418,24
1097,Zudio - Nashik Central 1097,Nashik,Maharashtra,3,9833331018,store1097@zudio.in,2019-05-29,2981,9
1098,Zudio - Rajkot Mall 1098,Rajkot,Gujarat,2,7397298036,store1098@zudio.in,2025-06-28,3001,33
1099,Zudio - Hubli Central 1099,Hubli,Karnataka,3,9468960952,store1099@zudio.in,2022-12-29,1200,26
1100,Zudio - New Delhi Central 1100,New Delhi,Delhi,1,7343490803,store1100@zudio.in,2025-08-06,3658,28
1101,Zudio - Surat Mall 1101,Surat,Gujarat,1,7450815340,store1101@zudio.in,2024-12-14,4269,19
1102,Zudio - Dwarka Central 1102,Dwarka,Delhi,3,9372383700,store1102@zudio.in,2020-05-12,2781,28
1103,Zudio - Howrah Central 1103,Howrah,West Bengal,1,8137982283,store1103@zudio.in,2019-10-22,3808,29
1104,Zudio - Coimbatore Central 1104,Coimbatore,Tamil Nadu,2,7823462688,store1104@zudio.in,2025-05-05,3703,16
1105,Zudio - Ghaziabad Central 1105,Ghaziabad,Uttar Pradesh,3,9110442983,store1105@zudio.in,2019-09-06,2435,24
1106,Zudio - Coimbatore Central 1106,Coimbatore,Tamil Nadu,3,9094975481,store1106@zudio.in,2025-01-27,3534,16
1107,Zudio - Madurai Mall 1107,Madurai,Tamil Nadu,3,7693776963,store1107@zudio.in,2018-01-15,3015,11
1108,Zudio - Vadodara Mall 1108,Vadodara,Gujarat,2,9427750213,store1108@zudio.in,2021-03-31,3779,28
1109,Zudio - Kolhapur Central 1109,Kolhapur,Maharashtra,3,9347855130,store1109@zudio.in,2021-05-27,3578,24
1110,Zudio - Hubli Mall 1110,Hubli,Karnataka,2,9209287129,store1110@zudio.in,2023-06-30,3413,11
1111,Zudio - Bengaluru Central 1111,Bengaluru,Karnataka,2,8015452320,store1111@zudio.in,2021-06-20,3767,22
1112,Zudio - Surat Central 1112,Surat,Gujarat,2,7169986073,store1112@zudio.in,2025-05-12,2731,17
1113,Zudio - Kanpur Central 1113,  Kanpur  ,Uttar Pradesh,3,8338149850,store1113@zudio.in,2019-08-14,2189,25
1114,Zudio - Madurai Mall 1114,Madurai,Tamil Nadu,2,8462467675,store1114@zudio.in,2020-08-28,3757,12
1115,Zudio - Kanpur Central 1115,Kanpur,Uttar Pradesh,3,8555981912,store1115@zudio.in,2026-02-28,3438,33
1116,Zudio - Salem Mall 1116,Salem,Tamil Nadu,1,7926036952,store1116@zudio.in,2022-12-24,3866,13
1117,Zudio - Kolhapur Central 1117,Kolhapur,Maharashtra,3,,store1117@zudio.in,2024-12-22,1955,26
1118,Zudio - Pune Central 1118,Pune,Maharashtra,2,7925777697,store1118@zudio.in,2018-06-12,2667,22
1119,Zudio - Hubli Mall 1119,Hubli,Karnataka,1,7731459031,store1119@zudio.in,2025-04-24,4188,29
1120,Zudio - Rajkot Mall 1120,Rajkot,Gujarat,2,8248847717,store1120@zudio.in,2020-01-13,1976,31
1121,Zudio - Mysuru Mall 1121,Mysuru,Karnataka,2,9380743310,store1121@zudio.in,2020-03-19,3310,31
1122,Zudio - Jaipur Central 1122,Jaipur,Rajasthan,2,7773320571,store1122@zudio.in,2025-02-01,2591,18
1123,Zudio - Coimbatore Mall 1123,Coimbatore,Tamil Nadu,3,8142736550,store1123@zudio.in,2020-11-16,4106,28
1124,Zudio - Dwarka Central 1124,Dwarka,Delhi,2,7888077726,store1124@zudio.in,2024-09-27,2275,15
1125,Zudio - Agra Mall 1125,Agra,Uttar Pradesh,1,8987585511,store1125@zudio.in,2025-02-19,3086,8
1126,Zudio - Coimbatore Mall 1126,Coimbatore,Tamil Nadu,1,7906718443,store1126@zudio.in,2025-03-02,2707,17
1127,Zudio - Ghaziabad Central 1127,Ghaziabad,Uttar Pradesh,2,7646420297,store1127@zudio.in,2018-03-29,2630,20
1128,Zudio - Rajkot Mall 1128,Rajkot,Gujarat,2,9233987848,store1128@zudio.in,2018-06-25,3110,18
1129,Zudio - Madurai Mall 1129,Madurai,Tamil Nadu,2,8744782417,store1129@zudio.in,2020-02-08,3007,34
1130,Zudio - Jaipur Mall 1130,Jaipur,Rajasthan,1,7895898929,store1130@zudio.in,2022-07-28,3671,12
1131,Zudio - Jaipur Central 1131,Jaipur,Rajasthan,2,9705341026,store1131@zudio.in,2021-12-20,2450,29
1132,Zudio - Tiruchirapalli Mall 1132,Tiruchirapalli,Tamil Nadu,3,9401545117,,2019-12-07,2476,14
1133,Zudio - Kolkata Central 1133,Kolkata,West Bengal,2,7302799382,store1133@zudio.in,2025-09-08,-3552,24
1134,Zudio - New Delhi Mall 1134,New Delhi,Delhi,1,8899679269,store1134@zudio.in,2025-05-11,3386,20
1135,Zudio - New Delhi Mall 1135,New Delhi,Delhi,3,8336652375,store1135@zudio.in,2023-03-10,3361,28
1136,Zudio - Siliguri Mall 1136,Siliguri,West Bengal,1,7379387324,store1136@zudio.in,2026-02-28,3097,9
1137,Zudio - Varanasi Mall 1137,Varanasi,Uttar Pradesh,3,7865198366,store1137@zudio.in,2020-09-18,3963,23
1138,Zudio - Udaipur Mall 1138,Udaipur,Rajasthan,2,9669332269,store1138@zudio.in,2021-11-28,2772,25
1139,Zudio - Pune Mall 1139,Pune,Maharashtra,2,7451073553,,2019-06-29,4350,10
1140,Zudio - Mysuru Mall 1140,Mysuru,Karnataka,3,8159032550,store1140@zudio.in,2024-07-19,3523,30
1141,Zudio - Nagpur Central 1141,Nagpur,Maharashtra,1,9406356261,store1141@zudio.in,2023-07-17,2937,33
1142,Zudio - Nashik Central 1142,Nashik,Maharashtra,1,9050770593,store1142@zudio.in,2018-12-08,3235,18
1143,Zudio - Tiruchirapalli Central 1143,Tiruchirapalli,Tamil Nadu,2,9614990909,store1143@zudio.in,2024-12-23,3999,28
1144,Zudio - Lucknow Mall 1144,Lucknow,Uttar Pradesh,3,,store1144@zudio.in,2023-08-14,2459,30
1145,Zudio - Mangaluru Central 1145,Mangaluru,Karnataka,2,9276561655,store1145@zudio.in,2019-09-09,3234,29
1146,Zudio - Pune Central 1146,Pune,Maharashtra,1,8085821081,store1146@zudio.in,2025-11-11,2763,20
1147,Zudio - Varanasi Central 1147,Varanasi,Uttar Pradesh,3,8017045279,store1147@zudio.in,2025-09-02,2493,34
1148,Zudio - Agra Mall 1148,Agra,Uttar Pradesh,3,8829852479,store1148@zudio.in,2020-12-14,4206,31
1149,Zudio - Vadodara Mall 1149,Vadodara,Gujarat,2,,store1149@zudio.in,2023-01-10,2816,12
1150,Zudio - Salem Central 1150,Salem,Tamil Nadu,1,9829329440,,2018-11-28,3837,31
1151,Zudio - Pune Mall 1151,Pune,Maharashtra,2,9644880470,store1151@zudio.in,2018-11-22,1984,27
1152,Zudio - Surat Central 1152,Surat,Gujarat,3,8378448961,store1152@zudio.in,2022-12-02,3245,31
1153,Zudio - Delhi Central 1153,Delhi,Delhi,2,9975338787,store1153@zudio.in,2024-08-16,3606,11
1154,Zudio - Noida Central 1154,noida,Uttar Pradesh,2,8521873866,store1154@zudio.in,2022-07-30,2640,13
1155,Zudio - Udaipur Central 1155,Udaipur,Rajasthan,3,7865649446,store1155@zudio.in,2024-05-03,2112,28
1156,Zudio - Ghaziabad Mall 1156,Ghaziabad,Uttar Pradesh,3,9687136146,store1156@zudio.in,2021-06-11,3082,15
1157,Zudio - Delhi Mall 1157,Delhi,Delhi,1,9785793211,store1157@zudio.in,2018-01-13,4071,13
1158,Zudio - Pune Central 1158,Pune,Maharashtra,1,9630832758,store1158@zudio.in,2021-06-29,3022,21
1159,Zudio - Vadodara Central 1159,Vadodara,Gujarat,2,8943040347,store1159@zudio.in,2022-12-04,3240,27
1160,Zudio - Pune Mall 1160,Pune,Maharashtra,1,9525525010,store1160@zudio.in,2020-12-28,3037,16
1161,Zudio - Kolhapur Mall 1161,Kolhapur,Maharashtra,2,9580665705,store1161@zudio.in,2025-09-16,3114,16
1162,Zudio - Kanpur Mall 1162,Kanpur,Uttar Pradesh,1,9002931817,store1162@zudio.in,2022-11-08,2862,26
1163,Zudio - Agra Central 1163,Agra,Uttar Pradesh,3,9635669055,store1163@zudio.in,2022-01-06,1949,25
1164,Zudio - New Delhi Mall 1164,New Delhi,Delhi,3,7718446856,store1164@zudio.in,2025-01-02,3072,23
1165,Zudio - Kolkata Mall 1165,Kolkata,West Bengal,2,9451647070,store1165@zudio.in,2021-05-01,3087,15
1166,Zudio - Pune Central 1166,Pune,Maharashtra,1,8743480833,store1166@zudio.in,2024-04-17,2257,24
1167,Zudio - New Delhi Central 1167,New Delhi,Delhi,2,9310648160,store1167@zudio.in,2019-04-25,3491,29
1168,Zudio - Ghaziabad Central 1168,Ghaziabad,Uttar Pradesh,2,7739059320,store1168@zudio.in,2024-12-04,2032,19
1169,Zudio - Surat Mall 1169,Surat,Gujarat,3,8863569056,store1169@zudio.in,2023-07-22,2591,12
1170,Zudio - Rohini Mall 1170,Rohini,Delhi,1,7014370117,store1170@zudio.in,2023-10-18,2474,13
1171,Zudio - Aurangabad Central 1171,Aurangabad,Maharashtra,1,8400088411,store1171@zudio.in,2026-02-14,2986,21
1172,Zudio - Siliguri Central 1172,Siliguri,West Bengal,1,8861529021,store1172@zudio.in,2023-04-24,4170,30
1173,Zudio - Rajkot Central 1173,Rajkot,Gujarat,2,8625558616,store1173@zudio.in,2025-01-16,3585,32
1174,Zudio - Noida Mall 1174,Noida,Uttar Pradesh,2,7296653683,store1174@zudio.in,2021-12-07,3657,33
1175,Zudio - Aurangabad Mall 1175,Aurangabad,Maharashtra,3,9019916193,store1175@zudio.in,2024-10-27,3340,20
1176,Zudio - Lucknow Mall 1176,Lucknow,Uttar Pradesh,3,9025865693,store1176@zudio.in,2021-01-19,3369,32
1177,Zudio - Ahmedabad Mall 1177,Ahmedabad,Gujarat,2,9140591814,store1177@zudio.in,2019-08-09,2404,8
1178,Zudio - Ahmedabad Mall 1178,Ahmedabad,Gujarat,2,9202651245,store1178@zudio.in,2018-06-10,3668,20
1179,Zudio - Mangaluru Mall 1179,Mangaluru,Karnataka,3,8059384554,store1179@zudio.in,2018-01-28,3357,21
1180,Zudio - Kolkata Central 1180,Kolkata,West Bengal,1,8948972945,store1180@zudio.in,2018-02-23,4302,32
1181,Zudio - Lucknow Mall 1181,lucknow,Uttar Pradesh,3,8694637166,store1181@zudio.in,2018-06-08,2562,21
1182,Zudio - Kota Central 1182,Kota,Rajasthan,3,9670625382,store1182@zudio.in,2018-03-01,4273,28
1183,Zudio - Mysuru Mall 1183,Mysuru,Karnataka,2,7164811635,store1183@zudio.in,2019-01-17,3275,26
1184,Zudio - Jaipur Central 1184,Jaipur,Rajasthan,2,7702787866,store1184@zudio.in,2020-08-14,4052,8
1185,Zudio - Howrah Central 1185,Howrah,West Bengal,2,9034564492,store1185@zudio.in,2024-07-20,4273,20
1186,Zudio - Tiruchirapalli Central 1186,Tiruchirapalli,Tamil Nadu,1,8927541943,store1186@zudio.in,2021-11-19,3375,18
1187,Zudio - Lucknow Mall 1187,Lucknow,Uttar Pradesh,1,9440085510,store1187@zudio.in,2021-01-07,2842,12
1188,Zudio - Nagpur Central 1188,Nagpur,Maharashtra,1,9232470959,store1188@zudio.in,2023-08-09,4178,24
1189,Zudio - Pune Mall 1189,Pune,Maharashtra,1,8223149440,store1189@zudio.in,2020-07-22,2357,16
1190,Zudio - Mysuru Mall 1190,Mysuru,Karnataka,2,8719295702,store1190@zudio.in,2020-06-18,3385,22
1191,Zudio - Coimbatore Central 1191,Coimbatore,Tamil Nadu,1,8416718853,store1191@zudio.in,2021-02-02,3058,29
1192,Zudio - Kota Central 1192,Kota,Rajasthan,2,8832131540,store1192@zudio.in,2021-11-30,5158,25
1193,Zudio - Chennai Central 1193,Chennai,Tamil Nadu,2,8498729801,store1193@zudio.in,2023-08-25,3566,31
1194,Zudio - Mysuru Central 1194,Mysuru,Karnataka,2,9680997439,store1194@zudio.in,2026-01-02,3203,13
1195,Zudio - Udaipur Mall 1195,Udaipur,Rajasthan,2,8728947959,store1195@zudio.in,2024-07-03,2669,21
1196,Zudio - Kanpur Mall 1196,Kanpur,Uttar Pradesh,1,7926099577,store1196@zudio.in,2022-10-19,3867,26
1197,Zudio - Durgapur Mall 1197,Durgapur,West Bengal,2,9013274317,store1197@zudio.in,2018-08-09,2680,13
1198,Zudio - Aurangabad Central 1198,Aurangabad,Maharashtra,1,8479419619,store1198@zudio.in,2021-01-17,3976,9
1199,Zudio - Noida Mall 1199,Noida,Uttar Pradesh,2,7441460638,store1199@zudio.in,2019-08-28,3689,32
1200,Zudio - Kota Central 1200,Kota,Rajasthan,1,9504766592,store1200@zudio.in,2024-10-13,3976,32
1201,Zudio - Rohini Central 1201,Rohini,Delhi,2,9663921723,store1201@zudio.in,2018-08-03,3102,20
1202,Zudio - Lucknow Mall 1202,Lucknow,Uttar Pradesh,3,8939862605,store1202@zudio.in,2018-03-25,4485,17
1203,Zudio - Madurai Central 1203,Madurai,Tamil Nadu,2,7009258046,store1203@zudio.in,2022-07-13,2798,11
1204,Zudio - Udaipur Mall 1204,Udaipur,Rajasthan,2,8249063962,store1204@zudio.in,2024-12-14,3754,32
1205,Zudio - Coimbatore Mall 1205,Coimbatore,Tamil Nadu,1,8005143636,store1205@zudio.in,2023-09-29,2936,10
1206,Zudio - Siliguri Mall 1206,Siliguri,West Bengal,2,8593792171,store1206@zudio.in,2026-01-18,2683,10
1207,Zudio - Surat Mall 1207,Surat,Gujarat,2,8905633167,store1207@zudio.in,2021-01-27,2197,9
1208,Zudio - Durgapur Central 1208,Durgapur,West Bengal,2,7173532793,store1208@zudio.in,2020-02-21,3697,23
1209,Zudio - Chennai Central 1209,Chennai,Tamil Nadu,2,9458070906,store1209@zudio.in,2019-09-24,3448,27
1210,Zudio - Durgapur Mall 1210,Durgapur,West Bengal,3,7019863450,store1210@zudio.in,2025-01-14,3534,32
1211,Zudio - Udaipur Central 1211,Udaipur,Rajasthan,2,9091353882,,2025-07-15,2812,25
1212,Zudio - Chennai Central 1212,Chennai,Tamil Nadu,2,7620538440,store1212@zudio.in,2023-10-22,3659,13
1213,Zudio - Salem Central 1213,Salem,Tamil Nadu,2,8692453750,store1213@zudio.in,2020-12-19,3873,22
1214,Zudio - Hubli Mall 1214,Hubli,Karnataka,2,9727679344,store1214@zudio.in,2022-04-03,2666,10
1215,Zudio - Bengaluru Mall 1215,Bengaluru,Karnataka,1,7617833706,store1215@zudio.in,2020-09-24,4492,25
1216,Zudio - Mangaluru Central 1216,Mangaluru,Karnataka,1,7541017040,store1216@zudio.in,2018-11-06,3142,29
1217,Zudio - Udaipur Central 1217,Udaipur,Rajasthan,3,8780093360,store1217@zudio.in,2022-09-13,2662,16
1218,Zudio - Vadodara Central 1218,Vadodara,Gujarat,3,9889248550,store1218@zudio.in,2024-05-30,3164,33
1219,Zudio - Kanpur Central 1219,Kanpur,Uttar Pradesh,2,9494481601,store1219@zudio.in,2020-05-08,2608,21
1220,Zudio - Kota Mall 1220,Kota,Rajasthan,3,9528367195,store1220@zudio.in,2024-02-05,1472,31
1221,Zudio - Chennai Central 1221,Chennai,Tamil Nadu,3,8549916517,store1221@zudio.in,2024-09-06,2942,18
1222,Zudio - Aurangabad Mall 1222,Aurangabad,Maharashtra,1,8584619592,store1222@zudio.in,2020-10-14,1568,29
1223,Zudio - Mumbai Mall 1223,Mumbai,Maharashtra,3,8701070429,store1223@zudio.in,2025-09-16,2589,21
1224,Zudio - Kolkata Mall 1224,Kolkata,West Bengal,2,9789666854,store1224@zudio.in,2024-02-09,2858,27
1225,Zudio - Madurai Mall 1225,Madurai,Tamil Nadu,2,7229282751,store1225@zudio.in,2019-01-30,4673,34
1226,Zudio - Salem Central 1226,Salem,Tamil Nadu,3,9629156413,store1226@zudio.in,2023-11-22,3482,10
1227,Zudio - Agra Central 1227,  Agra  ,Uttar Pradesh,3,7012256951,store1227@zudio.in,2019-05-05,3908,31
1228,Zudio - Nashik Central 1228,Nashik,Maharashtra,2,7805651785,store1228@zudio.in,2024-11-04,2096,28
1229,Zudio - Mangaluru Mall 1229,Mangaluru,Karnataka,2,8159467324,store1229@zudio.in,2024-09-30,2789,24
1230,Zudio - Nagpur Central 1230,Nagpur,Maharashtra,3,9186637205,store1230@zudio.in,2025-01-20,2671,9
1231,Zudio - Hubli Mall 1231,Hubli,Karnataka,1,8301275621,store1231@zudio.in,2024-01-16,3083,30
1232,Zudio - Surat Central 1232,Surat,Gujarat,3,9054139496,store1232@zudio.in,2025-03-02,3648,23
